#domain,#severity,#reject_media,#reject_reports,#public_comment,#obfuscate
"cum.salon",suspend,false,false,"https://federater.github.io/cum-salon.html",false,,
"chudbuds.lol",suspend,false,false,"https://federater.github.io/chudbuds-lol.html",false,,
"bae.st",suspend,false,false,"https://federater.github.io/bae-st.html",false,,
"shortstackran.ch",suspend,false,false,"https://federater.github.io/shortstackran-ch.html",false,,
"beefyboys.win",suspend,false,false,"https://federater.github.io/beefyboys-win.html",false,,
"refusal.biz",suspend,false,false,"https://federater.github.io/refusal-biz.html",false,,
"rdrama.cc",suspend,false,false,"https://federater.github.io/rdrama-cc.html",false,,
"nicecrew.digital",suspend,false,false,"https://federater.github.io/nicecrew-digital.html",false,,
"poa.st",suspend,false,false,"https://federater.github.io/poa-st.html",false,,
"sneed.social",suspend,false,false,"https://federater.github.io/sneed-social.html",false,,
"ghetti.monster",suspend,false,false,"https://federater.github.io/ghetti-monster.html",false,,
"masochi.st",suspend,false,false,"https://federater.github.io/masochi-st.html",false,,
"outpoa.st",suspend,false,false,"https://federater.github.io/outpoa-st.html",false,,
"nobodyhasthe.biz",suspend,false,false,"https://federater.github.io/nobodyhasthe-biz.html",false,,
"eveningzoo.club",suspend,false,false,"https://federater.github.io/eveningzoo-club.html",false,,
"husk.site",suspend,false,false,"https://federater.github.io/husk-site.html",false,,
"mrhands.horse",suspend,false,false,"https://federater.github.io/mrhands-horse.html",false,,
"leafposter.club",suspend,false,false,"https://federater.github.io/leafposter-club.html",false,,
"mirr0r.city",suspend,false,false,"https://federater.github.io/mirr0r-city.html",false,,
"lolison.top",suspend,false,false,"https://federater.github.io/lolison-top.html",false,,
"wolfgirl.bar",suspend,false,false,"https://federater.github.io/wolfgirl-bar.html",false,,
"nightshift.social",suspend,false,false,"https://federater.github.io/nightshift-social.html",false,,
"hermit.cafe",suspend,false,false,"https://federater.github.io/hermit-cafe.html",false,,
"leadslinger.org",suspend,false,false,"https://federater.github.io/leadslinger-org.html",false,,
"anemoneya.me",suspend,false,false,"https://federater.github.io/anemoneya-me.html",false,,
"urchan.org",suspend,false,false,"https://federater.github.io/urchan-org.html",false,,
"kurosawa.moe",suspend,false,false,"https://federater.github.io/kurosawa-moe.html",false,,
"freespeechextremist.com",suspend,false,false,"https://federater.github.io/freespeechextremist-com.html",false,,
"kabuki.club",suspend,false,false,"https://federater.github.io/kabuki-club.html",false,,
"muh.wang",suspend,false,false,"https://federater.github.io/muh-wang.html",false,,
"asimon.org",suspend,false,false,"https://federater.github.io/asimon-org.html",false,,
"cyberstorm.one",suspend,false,false,"https://federater.github.io/cyberstorm-one.html",false,,
"mooo.com",suspend,false,false,"https://federater.github.io/mooo-com.html",false,,
"iddqd.social",suspend,false,false,"https://federater.github.io/iddqd-social.html",false,,
"shitpost.cloud",suspend,false,false,"https://federater.github.io/shitpost-cloud.html",false,,
"gorf.pub",suspend,false,false,"https://federater.github.io/gorf-pub.html",false,,
"posting.lolicon.rocks",suspend,false,false,"https://federater.github.io/posting-lolicon-rocks.html",false,,
"midwaytrades.com",suspend,false,false,"https://federater.github.io/midwaytrades-com.html",false,,
"poster.place",suspend,false,false,"https://federater.github.io/poster-place.html",false,,
"sneed.vip",suspend,false,false,"https://federater.github.io/sneed-vip.html",false,,
"shitpost.racing",suspend,false,false,"https://federater.github.io/shitpost-racing.html",false,,
"crucible.world",suspend,false,false,"https://federater.github.io/crucible-world.html",false,,
"rebased.io",suspend,false,false,"https://federater.github.io/rebased-io.html",false,,
"rojogato.com",suspend,false,false,"https://federater.github.io/rojogato-com.html",false,,
"pawlicker.com",suspend,false,false,"https://federater.github.io/pawlicker-com.html",false,,
"amala.schwartzwelt.xyz",suspend,false,false,"https://federater.github.io/amala-schwartzwelt-xyz.html",false,,
"fluf.club",suspend,false,false,"https://federater.github.io/fluf-club.html",false,,
"bozgor.org",suspend,false,false,"https://federater.github.io/bozgor-org.html",false,,
"eatthebugs.social",suspend,false,false,"https://federater.github.io/eatthebugs-social.html",false,,
"yggdrasil.social",suspend,false,false,"https://federater.github.io/yggdrasil-social.html",false,,
"ryona.agency",suspend,false,false,"https://federater.github.io/ryona-agency.html",false,,
"xn--p1abe3d.xn--80asehdb",suspend,false,false,"https://federater.github.io/xn--p1abe3d-xn--80asehdb.html",false,,
"banepo.st",suspend,false,false,"https://federater.github.io/banepo-st.html",false,,
"mugicha.club",suspend,false,false,"https://federater.github.io/mugicha-club.html",false,,
"13bells.com",suspend,false,false,"https://federater.github.io/13bells-com.html",false,,
"crlf.ninja",suspend,false,false,"https://federater.github.io/crlf-ninja.html",false,,
